<<<<<<< HEAD
;Subject;Test;FCz;FCz Oz;FCz O1;FCz PO8;FCz O2;FCz PO7;FCz PO3;FCz PO4;Oz Oz;Oz O1;Oz PO8;Oz O2;Oz PO7;Oz PO3;Oz PO4;O1 O1;O1 PO8;O1 O2;O1 PO7;O1 PO3;O1 PO4;PO8 PO8;O2 PO8;PO7 PO8;PO3 PO8;PO4 PO8;O2 O2;O2 PO7;O2 PO3;O2 PO4;PO7 PO7;PO7 PO3;PO7 PO4;PO3 PO3;PO3 PO4;PO4 PO4
0;2S2;Resting Open;1.0;0.08014503625906477;0.07401850462615654;0.07614403600900226;0.0695173793448362;0.0695173793448362;0.08177044261065267;0.08452113028257065;1.0;0.3193298324581145;0.23093273318329582;0.25468867216804203;0.1312828207051763;0.27694423605901475;0.23593398349587397;1.0;0.4174793698424606;0.2525631407851963;0.14691172793198298;0.43698424606151537;0.24481120280070018;1.0;0.1774193548387097;0.12303075768942236;0.2916979244811203;0.17566891722930733;1.0;0.19554888722180544;0.2148037009252313;0.34833708427106774;1.0;0.13415853963490873;0.17791947986996748;1.0;0.24256064016004;1.0
0;2S3;Resting Open;1.0;0.0671417854463616;0.07101775443860965;0.06814203550887722;0.07239309827456865;0.06876719179794949;0.07026756689172294;0.08252063015753938;1.0;0.477119279819955;0.3602150537634409;0.39634908727181795;0.2941985496374094;0.22893223305826457;0.30120030007501875;1.0;0.5007501875468867;0.3427106776694174;0.2530632658164541;0.26669167291822954;0.24843710927731932;1.0;0.2625656414103526;0.20042510627656915;0.2474368592148037;0.20742685671417854;1.0;0.40935233808452115;0.19967491872968243;0.35521380345086273;1.0;0.1630407601900475;0.3148287071767942;1.0;0.19904976244061015;1.0
0;2S5;Resting Open;1.0;0.08389597399349838;0.08514628657164292;0.07826956739184796;0.07126781695423856;0.07114278569642411;0.109152288072018;0.09602400600150038;1.0;0.4153538384596149;0.25431357839459867;0.40047511877969494;0.19579894973743436;0.31120280070017503;0.3682170542635659;1.0;0.34521130282570645;0.2800700175043761;0.15878969742435609;0.3319579894973743;0.26894223555888974;1.0;0.171167791947987;0.13053263315828958;0.24593648412103025;0.15453863465866466;1.0;0.34621155288822203;0.19929982495623905;0.39659914978744687;1.0;0.12815703925981495;0.2565641410352588;1.0;0.3144536134033508;1.0
0;2S6;Resting Open;1.0;0.06939234808702176;0.07114278569642411;0.0692673168292073;0.06014003500875219;0.05901475368842211;0.08027006751687922;0.07114278569642411;1.0;0.6329082270567642;0.33783445861465367;0.32633158289572395;0.27369342335583896;0.4054763690922731;0.35383845961490373;1.0;0.4803700925231308;0.23630907726931732;0.2161790447611903;0.4427356839209802;0.2739434858714679;1.0;0.1466616654163541;0.17316829207301826;0.3360840210052513;0.18229557389347337;1.0;0.28644661165291324;0.17591897974493623;0.245311327831958;1.0;0.20192548137034258;0.4344836209052263;1.0;0.33508377094273567;1.0
0;2S7;Resting Open;1.0;0.07364341085271318;0.07501875468867217;0.07364341085271318;0.06439109777444361;0.07526881720430108;0.0792698174543636;0.0883970992748187;1.0;0.4257314328582146;0.3752188047011753;0.30145036259064767;0.25468867216804203;0.35133783445861466;0.27969492373093274;1.0;0.42010502625656415;0.27856964241060267;0.21555388847211804;0.32733183295823953;0.24081020255063765;1.0;0.22730682670667668;0.19204801200300076;0.2929482370592648;0.20717679419854965;1.0;0.28832208052013003;0.24118529632408103;0.2596899224806202;1.0;0.20930232558139536;0.2528132033008252;1.0;0.27831957989497375;1.0
0;2S8;Resting Open;1.0;0.06726681670417604;0.0657664416104026;0.06964241060265067;0.06726681670417604;0.0692673168292073;0.07064266066516629;0.0760190047511878;1.0;0.5860215053763441;0.3792198049512378;0.5151287821955489;0.2935733933483371;0.48149537384346086;0.4304826206551638;1.0;0.5321330332583146;0.37084271067766944;0.22255563890972743;0.5482620655163791;0.31732933233308325;1.0;0.2639409852463116;0.18292073018254565;0.429982495623906;0.2283070767691923;1.0;0.3764691172793198;0.3227056764191048;0.408227056764191;1.0;0.21255313828457115;0.30607651912978245;1.0;0.39034758689672416;1.0
0;2S9;Resting Open;1.0;0.06701675418854713;0.06839209802450613;0.06864216054013503;0.05951487871967992;0.06339084771192798;0.07164291072768192;0.06964241060265067;1.0;0.4852463115778945;0.32008002000500124;0.33158289572393096;0.19817454363590897;0.4032258064516129;0.30532633158289574;1.0;0.5271317829457365;0.22043010752688172;0.1509127281820455;0.5048762190547637;0.20417604401100276;1.0;0.1592898224556139;0.11827956989247312;0.4278569642410603;0.14628657164291073;1.0;0.30870217554388596;0.20892723180795197;0.42685671417854465;1.0;0.1382845711427857;0.29382345586396597;1.0;0.22080520130032508;1.0
0;2S10;Resting Open;1.0;0.0725181295323831;0.06751687921980495;0.06976744186046512;0.07176794198549638;0.0692673168292073;0.08689672418104526;0.09314828707176794;1.0;0.4899974993748437;0.31495373843460867;0.38884721180295073;0.21330332583145786;0.3339584896224056;0.24468617154288572;1.0;0.5410102525631408;0.2320580145036259;0.15078769692423105;0.36396599149787445;0.17479369842460615;1.0;0.18017004251062765;0.1277819454863716;0.34196049012253066;0.14228557139284823;1.0;0.4404851212803201;0.22568142035508879;0.32420605151287823;1.0;0.1490372593148287;0.25893973493373346;1.0;0.2679419854963741;1.0
0;2S11;Resting Open;1.0;0.07176794198549638;0.07389347336834208;0.07014253563390847;0.06864216054013503;0.07014253563390847;0.08052013003250813;0.09302325581395349;1.0;0.521755438859715;0.37959489872468116;0.49549887471867965;0.23930982745686422;0.4332333083270818;0.2503125781445361;1.0;0.49312328082020507;0.3554638659664916;0.18017004251062765;0.4304826206551638;0.21242810702675669;1.0;0.2504376094023506;0.14591147786946737;0.35458864716179045;0.16729182295573894;1.0;0.3557139284821205;0.3193298324581145;0.2964491122780695;1.0;0.18367091772943236;0.22818204551137786;1.0;0.28044511127781946;1.0
0;2S12;Resting Open;1.0;0.06876719179794949;0.05888972243060765;0.05926481620405101;0.07314328582145536;0.056264066016504126;0.08202050512628158;0.08539634908727181;1.0;0.5002500625156289;0.27969492373093274;0.44086021505376344;0.1970492623155789;0.3488372093023256;0.2969492373093273;1.0;0.3857214303575894;0.30257564391097774;0.16479119779944987;0.3630907726931733;0.23230807701925482;1.0;0.20042510627656915;0.1464116029007252;0.2705676419104776;0.16204051012753187;1.0;0.26356589147286824;0.24618654663665918;0.31870467616904224;1.0;0.15191297824456115;0.1946736684171043;1.0;0.3414603650912728;1.0
0;2S13;Resting Open;1.0;0.0795198799699925;0.08264566141535384;0.08564641160290072;0.07239309827456865;0.06776694173543386;0.08902225556389097;0.08352088022005501;1.0;0.472993248312078;0.27619404851212803;0.4723680920230057;0.19292323080770193;0.4386096524131033;0.4332333083270818;1.0;0.472993248312078;0.2670667666916729;0.14378594648662166;0.7018004501125281;0.2706926731682921;1.0;0.16891722930732683;0.10627656914228557;0.43035758939734936;0.16404101025256315;1.0;0.3528382095523881;0.24956239059764943;0.5681420355088772;1.0;0.1385346336584146;0.3017004251062766;1.0;0.2828207051762941;1.0
0;2S2;Resting;1.0;0.06626656664166042;0.06851712928232058;0.0622655663915979;0.06626656664166042;0.05838959739934984;0.06639159789947487;0.06589147286821706;1.0;0.31657914478619653;0.20817704426106526;0.26556639159789946;0.14028507126781695;0.24643660915228807;0.24993748437109278;1.0;0.4588647161790448;0.18879719929982497;0.11377844461115279;0.48424606151537886;0.1821705426356589;1.0;0.13603400850212552;0.09552388097024256;0.3463365841460365;0.13190797699424855;1.0;0.2671917979494874;0.1632908227056764;0.4158539634908727;1.0;0.10215053763440861;0.20967741935483872;1.0;0.1797949487371843;1.0
0;2S3;Resting;1.0;0.07564391097774444;0.08602150537634409;0.0883970992748187;0.08014503625906477;0.08339584896224056;0.07876969242310577;0.07364341085271318;1.0;0.41847961990497623;0.32170542635658916;0.35858964741185295;0.23268317079269818;0.25406351587896975;0.23493373343335833;1.0;0.4904976244061015;0.3009502375593898;0.1921730432608152;0.3015753938484621;0.20392598149537383;1.0;0.23805951487871968;0.17329332333083272;0.31257814453613403;0.17216804201050262;1.0;0.39934983745936486;0.18692173043260815;0.30332583145786446;1.0;0.13615903975993998;0.23680920230057514;1.0;0.20430107526881722;1.0
0;2S5;Resting;1.0;0.09389847461865466;0.09039759939984997;0.09639909977494374;0.09127281820455113;0.08802200550137534;0.10140035008752188;0.08802200550137534;1.0;0.5005001250312578;0.2781945486371593;0.45998999749937486;0.23668417104276068;0.35933983495873967;0.4298574643660915;1.0;0.460865216304076;0.2949487371842961;0.19142285571392847;0.4442360590147537;0.2905726431607902;1.0;0.20017504376094022;0.1569142285571393;0.32620655163790946;0.1821705426356589;1.0;0.42948237059264815;0.21505376344086022;0.46886721680420107;1.0;0.145536384096024;0.28419604901225304;1.0;0.2926981745436359;1.0
0;2S6;Resting;1.0;0.07114278569642411;0.07489372343085772;0.06826706676669167;0.06514128532133033;0.06476619154788697;0.08764691172793199;0.07476869217304326;1.0;0.6434108527131783;0.3115778944736184;0.3569642410602651;0.23818454613653414;0.48099524881220307;0.37009252313078267;1.0;0.4682420605151288;0.2523130782695674;0.1849212303075769;0.5251312828207052;0.26006501625406353;1.0;0.16241560390097523;0.13090772693173294;0.3407101775443861;0.15728932233058265;1.0;0.3328332083020755;0.20880220055013754;0.34321080270067517;1.0;0.16479119779944987;0.4001000250062516;1.0;0.30395098774693674;1.0
0;2S7;Resting;1.0;0.06489122280570142;0.06826706676669167;0.06801700425106276;0.061890472618154536;0.0555138784696174;0.0795198799699925;0.06451612903225806;1.0;0.22580645161290322;0.1760440110027507;0.34196049012253066;0.23218304576144036;0.2528132033008252;0.31895473868467117;1.0;0.40335083770942737;0.1331582895723931;0.13465866466616655;0.34721180295073767;0.1646661665416354;1.0;0.11327831957989497;0.11002750687671918;0.30732683170792696;0.14228557139284823;1.0;0.26006501625406353;0.15566391597899476;0.31207801950487624;1.0;0.1434108527131783;0.2861965491372843;1.0;0.22818204551137786;1.0
0;2S8;Resting;1.0;0.048512128032008;0.05126281570392598;0.058014503625906474;0.05388847211802951;0.06014003500875219;0.053513378344586145;0.0555138784696174;1.0;0.5881470367591898;0.3442110527631908;0.5321330332583146;0.3320830207551888;0.4617404351087772;0.410977744436109;1.0;0.5421355338834709;0.3563390847711928;0.23130782695673918;0.5371342835708928;0.2828207051762941;1.0;0.2436859214803701;0.17941985496374094;0.3710927731932983;0.18742185546386597;1.0;0.5088772193048262;0.28419604901225304;0.42673168292073016;1.0;0.2059264816204051;0.3764691172793198;1.0;0.33570892723180795;1.0
0;2S9;Resting;1.0;0.06164041010252563;0.06301575393848462;0.06501625406351588;0.061015253813453366;0.06914228557139285;0.06751687921980495;0.06651662915728933;1.0;0.4344836209052263;0.21467866966741686;0.30795198799699924;0.11815453863465866;0.3380845211302826;0.2593148287071768;1.0;0.4468617154288572;0.16691672918229558;0.09077269317329333;0.41810452613153287;0.14953738434608652;1.0;0.11002750687671918;0.0846461615403851;0.2933233308327082;0.10015003750937734;1.0;0.23930982745686422;0.1490372593148287;0.4736184046011503;1.0;0.08127031757939485;0.20530132533133283;1.0;0.1639159789947487;1.0
0;2S10;Resting;1.0;0.06826706676669167;0.07001750437609403;0.07051762940735183;0.07014253563390847;0.06314078519629908;0.07514378594648662;0.09302325581395349;1.0;0.5281320330082521;0.33895973993498374;0.4414853713428357;0.233183295823956;0.41410352588147037;0.25106276569142283;1.0;0.5740185046261566;0.26756689172293074;0.16691672918229558;0.40197549387346837;0.1781695423855964;1.0;0.20517629407351837;0.15153788447111777;0.31820455113778445;0.14166041510377594;1.0;0.4899974993748437;0.26744186046511625;0.3537134283570893;1.0;0.16129032258064516;0.2591897974493623;1.0;0.30207551887971995;1.0
0;2S11;Resting;1.0;0.0671417854463616;0.0692673168292073;0.0708927231807952;0.06701675418854713;0.056264066016504126;0.08202050512628158;0.08914728682170543;1.0;0.502750687671918;0.40497624406101523;0.4829957489372343;0.22755688922230558;0.40172543135783945;0.23618404601150286;1.0;0.491997999499875;0.3448362090522631;0.18129532383095773;0.4183545886471618;0.2094273568392098;1.0;0.2821955488872218;0.1487871967991998;0.37484371092773194;0.15703925981495373;1.0;0.3575893973493373;0.2856964241060265;0.2811952988247062;1.0;0.17029257314328583;0.22955738934733683;1.0;0.25056264066016504;1.0
